stt,ten_cong_ty,ma_phe_duyet,ma_nganh,ten_nganh,hoat_dong,dia_chi,thanh_pho,ma_buu_chinh,vung_tinh,quoc_gia,ngay_cap_nhat,ghi_chu,traces_url
86,"Maxima LT, UAB",18-003,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Kudirkos g. 3,  Marijampolė",Marijampolė,LT-68181,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
87,"Maxima LT, UAB",19-42,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant; MM - Minced Meat Plant,"Savanorių pr. 255, Kaunas",Kaunas,LT-50147,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
88,Mečislovo Mlečkos mėsos gaminių cechas,LT 41-013 M,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant,Miško g. 21,Skaidiškių k.,LT-13276,Vilnius County,Lithuania,2021-06-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
89,R. Pinaičio IĮ,LT 94-15 EB,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant; MM - Minced Meat Plant,"Ateities g. 5, Girdžiai, Girdžių sen., Jurbarko r. sav., Tauragės apskr.",Girdžiai,,Taurage County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
90,Rimutės Povilaitienės firma,19-21,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant,"Dvarų g. 47, Kaunas",Kaunas,LT-46399,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
91,Romualdo Karbausko ind.įmonė,61-05,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant; MP - Meat Preparation Plant,"Pumpurų g.25, Reivyčiai, Reivyčių sen., Mažeikių r.sav., Telšių apskr.",Reivyčiai,LT-89301,Telsiai County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
92,"UAB ""Gulbelė""",84-006V,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"V. Kudirkos g. 61, Šakiai",Šakiai,LT-71109,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
93,"UAB ""KOGUS""",LT45-06EB,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant,"Pramonės g. 17, Karlų k. Visagino sav.",Karlos,LT-30270,Utena County,Lithuania,2024-02-10,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
94,"UAB ""Klaipėdos mėsinė""",88-24,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Tauragės apskr., Pagėgių sav., Stoniškių sen., Šilgaliai, Vilkos g. 2",Šilgaliai,LT-99290,Taurage County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
95,"UAB ""Mažeikių Mėsinė""",61-01,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant; MM - Minced Meat Plant,"Troškučių g. 2, Mažeikiai, Mažeikių r.sav",Mažeikiai,LT-89100,Telsiai County,Lithuania,2021-03-16,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
96,"UAB ""Norfos mažmena""",18-057,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Vilkaviškio g. 61C, Marijampolė",Marijampolė,LT-68181,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
97,"UAB ""Norfos mažmena""",39-003V,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Vištyčio g. 40, Kybartų k., Kybartų sen., Vilkaviškio r. sav.",Kybartai,LT-70427,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
98,"UAB ""Norfos mažmena""",84-002V,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"V. Kudirkos g. 91, Šakiai",Šakiai,LT-71109,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
99,"UAB ""Norfos mažmena""",84-005V,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Šaulių g. 49, Šakiai",Šakiai,LT-71109,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
100,"UAB ""Norfos mažmena""",39-004V,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Nepriklausomybės g. 61, Vilkaviškis",Vilkaviškis,LT-70132,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
101,"UAB ""Norfos mažmena""",18-004 V,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Draugystės g. 14, Marijampolė",Marijampolė,LT-68261,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
102,"UAB ""Norfos mažmena""",18-046,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Dariaus ir Girėno 3a, Marijampolė",Marijampolė,LT-68261,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
103,"UAB ""Norfos mažmena""",18-010 V,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Klaipėdos g. 1, Marijampolė",Marijampolė,LT-68261,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
104,"UAB ""Palink""",18-001 V,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Vilkaviškio g. 72a, Marijampolė",Marijampolė,LT-68181,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
105,"UAB ""Palink""",84-004V,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Bažnyčios g. 16, Marijampolė",Šakiai,LT-71109,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
106,"UAB ""Palink""",39-006,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Vytauto g. 101, Vilkaviškis",Vilkaviškis,LT-70132,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
107,"UAB ""Palink""",39-005V,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Kęstučio g. 15, Vilkaviškis",Vilkaviškis,LT-70199,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
108,"UAB ""Palink""",39-001V,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Vienybės g. 47, Vilkaviškis",Vilkaviškis,LT-70150,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
109,"UAB ""Palink""",18-049,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,Vytauto g. 48A,Marijampolė,LT-68283,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
110,"UAB ""Palink""",18-009 V,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Šaulių g. 37, Marijampolė",Marijampolė,LT-68186,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
111,"UAB ""Palink""",18-050,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant,"Jaunimo g. 2-8, Marijampolė",Marijampolė,LT-68261,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
112,"UAB ""RIMI LIETUVA""",42-11,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant; MP - Meat Preparation Plant,"Migūčionių g. 1, Migūčionių k., Elektrėnų sen., Elektrėnų sav.",Gilučiai,LT-26131,Vilnius County,Lithuania,2026-09-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
113,"UAB ""Valdaragis""",LT34-04EB,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant,"Ateities g. 2, Katlėriai, Skiemonių sen., Anykščių r. sav., LT-29162",Katlėriai,,Utena County,Lithuania,2022-02-23,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
114,"UAB ""Vigesta""",61-12,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant; MM - Minced Meat Plant,"Naikių g. 16, Mažeikiai, Mažeikių r. sav.",Mažeikiai,LT-89126,Telsiai County,Lithuania,2021-03-16,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
115,"UAB ,,Benerta""",LT49-19EB,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant; MM - Minced Meat Plant,"Kriaučiškių g. 4, Kriaučiškių k., Žiežmarių apyl. sen. ,Kaišiadorių r. sav., LT-56117",Kriaučiškės,,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
116,"UAB ,,LOBBY BALTIC""",61-08,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant,"Naftininkų g. 38-2, Mažeikiai, Mažeikių sen., Mažeikių r.sav., Telšių apskr.",Mažeikiai,LT-89132,Telsiai County,Lithuania,2021-03-15,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
117,"UAB ,,Žiežmarių mėsa""",LT49-05EB,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant,"Pakertų k., Žiežmarių apyl. sen., Kaišiadorių r. sav.",Pakertai,LT-56239,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
118,UAB Alevista,52-17,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MSM - Mechanically Separated Meat Plant; MP - Meat Preparation Plant,"Ežero g. 46, Piliuonos k., Taurakiemio sen., Kauno raj.",Piliuona,LT-53182,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
119,UAB Almasta,52-11,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant; MP - Meat Preparation Plant,"Garliavos g. 70, Mastaičiai, Kauno raj.",Mastaičiai,LT-53311,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
120,UAB BALTMĖSA,LT 47-11,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant,"Šiaulių apskr. Joniškio r. Saugėlaukio sen., Bariūnų k., Senoji g. 4, LT-84420",Joniškis,LT-84420,Siauliai County,Lithuania,2025-02-24,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
121,UAB Bravopasta,LT 41-16,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant,Centrinė g. 21,Pikutiškės,LT-14300,Vilnius County,Lithuania,2021-03-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
122,UAB COMFORT FOODS,52-44,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant,"Kauno r. sav., Samylų sen., Samylų k., J. Biliūno g. 1",Samylai,LT-53143,Kaunas County,Lithuania,2026-02-23,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
123,UAB Cesta,LT 41-05,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant; MM - Minced Meat Plant,Riešės g. 10,Riešė,LT-14260,Vilnius County,Lithuania,2023-06-09,"{'translation': 'Suidae', 'code': 'P'}",https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
124,UAB Dainiai,LT94-16 EB,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant; MM - Minced Meat Plant,Eržvilko g. 7,Dainiai,LT-74112,Taurage County,Lithuania,2021-11-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
125,UAB Dargita tau,19-07,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MP - Meat Preparation Plant; MM - Minced Meat Plant,"Samylų g. 17, Kaunas",Kaunas,LT-45444,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
126,UAB Eiginta,19-03,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant; MP - Meat Preparation Plant,"Panerių g., 58, Kaunas",Kaunas,LT-48349,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
127,UAB Eurilata,LT 41-10,MM,"Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM",MM - Minced Meat Plant; MP - Meat Preparation Plant,Pikeliškių g. 2,Pikeliškės,LT-15140,Vilnius County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MINCED_MEAT_EU
